dr_name,speciality,qualification,years_of_experience,location,city,dp_score%,npv,consultation_fee_₹,additional_qualification
Dr. Balajee Krishna,Dentist,BDS,33.0,Malleswaram,Bangalore,0.0,0.0,500.0,MDS
Dr. Sudha Koumudi,Dentist,MDS,10.0,BTM Layout 2nd Stage,Bangalore,100.0,11.0,300.0,BDS
Dr. Sreedhar Reddy Pothula,Dentist,MDS,16.0,BTM Layout 2nd Stage,Bangalore,100.0,11.0,0.0,Not Applicable
Dr. Karthika Krishna Kumar,Dentist,BDS,9.0,Sahakaranagar,Bangalore,100.0,1.0,300.0,MDS
Dr. Navya,Dentist,BDS,11.0,Jayanagar 7 Block,Bangalore,99.0,70.0,500.0,Not Applicable
Dr. Gouthami Datta,Dentist,BDS,8.0,Kanakpura Road,Bangalore,100.0,3.0,300.0,MDS
Dr. Puneetha Prakash,Dentist,BDS,16.0,Vidyaranyapura,Bangalore,100.0,23.0,200.0,Not Applicable
Dr. Arpita Dutta,Dentist,BDS,10.0,Electronics City,Bangalore,100.0,11.0,200.0,MDS
Dr. Mridula Radhakrishnan,Dentist,BDS,15.0,Indiranagar,Bangalore,100.0,10.0,500.0,Not Applicable
Dr. Megha Gupta,Dentist,MDS,6.0,Whitefield,Bangalore,100.0,16.0,600.0,BDS
Dr. Rasitha,Dentist,MDS,11.0,Rajarajeshwarinagar,Bangalore,100.0,10.0,300.0,BDS
Dr. Geetha,Dentist,BDS,35.0,Cunningham Road,Bangalore,100.0,1.0,700.0,MDS
Dr. Aditi Chandra,Dentist,BDS,13.0,Whitefield,Bangalore,100.0,184.0,600.0,MDS
Dr. Shabnam M Khan,Dentist,BDS,10.0,Jayanagar,Bangalore,50.0,0.0,250.0,Not Applicable
Dr. Prasad MS,Dentist,BDS,15.0,Hebbal,Bangalore,0.0,0.0,800.0,Not Applicable
Dr. Vidya K.,Dentist,BDS,15.0,HRBR Layout,Bangalore,100.0,10.0,400.0,MDS
Dr. Divya V,Dentist,BDS,10.0,Bommasandra,Bangalore,100.0,3.0,300.0,MDS
Dr. Reema Naik Shetty,Dentist,BDS,19.0,Jeevanbhimanagar,Bangalore,93.0,10.0,500.0,Not Applicable
Dr. Avinash,Dentist,MDS,19.0,Sahakaranagar,Bangalore,95.0,6.0,300.0,BDS
Dr. Vishnu Vardhan,Dentist,BDS,9.0,Jayanagar,Bangalore,100.0,4.0,300.0,MDS
Dr. Nandakishore,Dentist,BDS,22.0,Koramangala 4 Block,Bangalore,100.0,0.0,500.0,MDS
Dr. Partha Pratim Roy,Dentist,BDS,10.0,Kothanur,Bangalore,94.0,6.0,300.0,MDS
Dr. Eshani Kaul,Dentist,BDS,10.0,Banashankari 3rd Stage,Bangalore,97.0,15.0,250.0,Not Applicable
Dr. Ann Thomas,Dentist,BDS,16.0,Ramamurthy Nagar,Bangalore,100.0,7.0,100.0,Not Applicable
Dr. Sridevi,Dentist,BDS,18.0,Vidyaranyapura,Bangalore,100.0,58.0,300.0,Not Applicable
Dr. Farooq Ahmed,Dentist,BDS,24.0,Frazer Town,Bangalore,100.0,92.0,300.0,Not Applicable
Dr. Parixeet Patel,Dentist,MDS,11.0,Sarjapur Road,Bangalore,96.0,51.0,200.0,BDS
Dr. Priya Subash,Dentist,BDS,22.0,Sarjapur Road,Bangalore,100.0,5.0,300.0,MDS
Dr. Gurudev. S,Dentist,BDS,20.0,Bangalore,Bangalore,98.0,183.0,500.0,Not Applicable
Dr. Sandhya P,Dentist,BDS,1.0,Rajajinagar,Bangalore,100.0,33.0,0.0,MDS
Dr. Ratan Salecha,Dentist,BDS,20.0,Bangalore,Bangalore,94.0,18.0,300.0,Others
Dr. Sirse Namrata,Dentist,BDS,10.0,Sarjapur Road,Bangalore,99.0,129.0,550.0,Not Applicable
Dr. Amarnath BC,Dentist,BDS,31.0,Whitefield,Bangalore,98.0,21.0,200.0,PhD
Dr. Shaktidar,Dentist,BDS,13.0,Jayanagar,Bangalore,99.0,31.0,250.0,MDS
Dr. Aruna,Dentist,BDS,12.0,Malleswaram,Bangalore,100.0,3.0,100.0,Not Applicable
Dr. Jini P M,Dentist,BDS,19.0,Whitefield,Bangalore,100.0,1.0,300.0,MDS
Dr. Shilpa Chittuluru,Dentist,MDS,14.0,Kanakpura Road,Bangalore,100.0,10.0,500.0,BDS
Dr. K Bala Vikhram,Dentist,BDS,18.0,HSR Layout,Bangalore,100.0,12.0,550.0,MDS
Dr. Nida,Dentist,BDS,11.0,Jayanagar 5 Block,Bangalore,100.0,22.0,300.0,MDS
Dr. Basavaraj B,Dentist,BDS,12.0,JP Nagar 8 Phase,Bangalore,100.0,19.0,250.0,MDS
Dr. Benny John,Dentist,BDS,7.0,Kundalahalli,Bangalore,99.0,100.0,100.0,Not Applicable
Dr. Swapna F UdayaKumar,Dentist,BDS,15.0,Akshaya nagar,Bangalore,100.0,6.0,400.0,Not Applicable
Dr. Mata Sundeep,Dentist,BDS,12.0,Sahakaranagar,Bangalore,100.0,4.0,500.0,Not Applicable
Dr. Shaista Durrani,Dentist,MDS,12.0,Sarjapur Road,Bangalore,100.0,9.0,300.0,BDS
Dr. Tasmiya Kouser,Dentist,BDS,9.0,Lingarajapuram,Bangalore,100.0,16.0,200.0,Not Applicable
Dr. Sindhuri,Dentist,MDS,10.0,Arekere,Bangalore,100.0,76.0,500.0,BDS
Dr. Jisha Thankam,Dentist,BDS,22.0,CV Raman Nagar,Bangalore,100.0,1.0,350.0,Not Applicable
Dr. R Bharathi Deepak,Dentist,BDS,19.0,Mathikere - BEL,Bangalore,86.0,1.0,300.0,Not Applicable
Dr. Shilpy Kumari,Dentist,BDS,13.0,Bommanahalli,Bangalore,100.0,10.0,350.0,Not Applicable
Dr. Rekha B.M,Dentist,MDS,23.0,Padmanabhanagar,Bangalore,100.0,1.0,300.0,Others
Dr. Soumya Panchajanya,Dentist,BDS,12.0,Yelenahalli,Bangalore,98.0,37.0,500.0,MDS
Dr. Shivani Venkatesh,Dentist,MDS,11.0,Sadashivanagar,Bangalore,100.0,31.0,400.0,BDS
Dr. Anup Belludi,Dentist,MDS,28.0,Vijayanagar,Bangalore,100.0,3.0,300.0,BDS
Dr. Shail Limbachiya,Dentist,BDS,8.0,KR Puram,Bangalore,96.0,48.0,300.0,Not Applicable
Dr. Abhishek Kumar,Dentist,BDS,1.0,Nagawara,Bangalore,100.0,21.0,200.0,Not Applicable
Dr. Neelam Lodhi,Dentist,BDS,8.0,Basavanagudi,Bangalore,0.0,0.0,300.0,MDS
Dr. Vinay Singh Yadav,Dentist,BDS,5.0,VV Puram,Bangalore,100.0,4.0,350.0,MDS
Dr. Oshin Shah Gundecha,Dentist,BDS,6.0,Sarjapur Road,Bangalore,75.0,3.0,200.0,Not Applicable
Dr. Mandakini,Dentist,BDS,12.0,Jayanagar,Bangalore,100.0,8.0,300.0,MDS
Dr. Ekta,Dentist,BDS,5.0,Marathahalli,Bangalore,100.0,16.0,350.0,Not Applicable
Dr. Ahraj,Dentist,BDS,6.0,Sarjapur Road,Bangalore,100.0,20.0,750.0,Not Applicable
Dr. Sulaxana Birkodi,Dentist,BDS,13.0,New Thippasandra,Bangalore,100.0,87.0,500.0,Others
Dr. Tenzin Lhadon,Dentist,BDS,3.0,Harlur,Bangalore,100.0,5.0,500.0,Not Applicable
Dr. Sruthi Ravindra,Dentist,BDS,9.0,JP Nagar 7 Phase,Bangalore,97.0,26.0,400.0,MDS
Dr. Poonam Kumari,Dentist,BDS,3.0,BTM Layout,Bangalore,100.0,50.0,250.0,Not Applicable
Dr. Shireen,Dentist,BDS,3.0,Belathur,Bangalore,100.0,26.0,400.0,Not Applicable
Dr. Samadnya Jawalekar,Dentist,BDS,11.0,HSR Layout,Bangalore,100.0,47.0,500.0,MDS
Dr. Dharmishtha N Chovatiya,Dentist,MDS,11.0,HRBR Layout,Bangalore,100.0,14.0,600.0,BDS
Dr. Latha.G,Dentist,BDS,15.0,BTM Layout,Bangalore,80.0,4.0,300.0,MDS
Dr. Kumar Gaurav,Dentist,BDS,11.0,HSR Layout,Bangalore,100.0,14.0,400.0,MDS
Dr. Harini Krishnan,Dentist,BDS,6.0,Kanakpura Road,Bangalore,100.0,4.0,300.0,MDS
Dr. M J Murali,Dentist,MDS,25.0,Indiranagar,Bangalore,91.0,7.0,300.0,BDS
Dr. Sruthi Mettu,Dentist,BDS,14.0,Whitefield,Bangalore,99.0,65.0,400.0,Not Applicable
Dr. B V Shashidhar,Dentist,BDS,15.0,West Of Chord Road,Bangalore,100.0,9.0,300.0,Not Applicable
Dr. Imtiaz Ahmed,Dentist,BDS,33.0,Upparahalli,Bangalore,0.0,0.0,200.0,Not Applicable
Dr. Deepthi. R,Dentist,BDS,6.0,HSR Layout,Bangalore,100.0,2.0,500.0,MDS
Dr. Sindhu S Kumar,Dentist,BDS,13.0,Jayanagar 4 Block,Bangalore,100.0,3.0,300.0,Not Applicable
Dr. Kishor S Gowda,Dentist,BDS,4.0,Horamavu,Bangalore,100.0,4.0,400.0,Not Applicable
Dr. Samar Mohapatra,Dentist,BDS,7.0,Marathahalli,Bangalore,100.0,11.0,200.0,Not Applicable
Dr. Isha Suri,Dentist,MDS,11.0,Indiranagar,Bangalore,100.0,2.0,300.0,BDS
Dr. Narayana Amrutha Deepthi,Dentist,BDS,11.0,Sahakaranagar,Bangalore,100.0,1.0,500.0,Others
Dr. Shameel Ahmed Shariff,Dentist,BDS,10.0,HSR Layout,Bangalore,100.0,1.0,200.0,MDS
Dr. Arya Madhurkar,Dentist,BDS,7.0,Banashankari 2nd Stage,Bangalore,100.0,1.0,400.0,MDS
Dr. Saira Saba,Dentist,BDS,15.0,JP Nagar 7 Phase,Bangalore,100.0,2.0,250.0,MDS
Dr. Vinutha M,Dentist,BDS,4.0,CV Raman Nagar,Bangalore,100.0,2.0,250.0,Not Applicable
Dr. Hajira Nazeer,Dentist,BDS,10.0,Langford Road,Bangalore,95.0,16.0,300.0,Not Applicable
Dr. Vishwas S,Dentist,BDS,13.0,Sadashivanagar,Bangalore,93.0,12.0,400.0,MDS
Dr. Jeba Mary Nadar,Dentist,BDS,12.0,Indiranagar,Bangalore,100.0,0.0,500.0,Not Applicable
Dr. Namita Jaiswal,Dentist,BDS,13.0,Akshaya nagar,Bangalore,100.0,2.0,350.0,MDS
Dr. Arathi S Nair,Dentist,MDS,6.0,Kasturi nagar,Bangalore,100.0,4.0,300.0,BDS
Dr. Shilpashree S,Dentist,BDS,15.0,Rajarajeshwarinagar,Bangalore,100.0,0.0,250.0,MDS
Dr. Sherin Ansari,Dentist,BDS,6.0,Bommanahalli,Bangalore,100.0,13.0,350.0,Not Applicable
Dr. Shyamala Pakki,Dentist,BDS,15.0,Thanisandra,Bangalore,67.0,1.0,300.0,Not Applicable
Dr. Shruthy R,Dentist,BDS,3.0,Bangalore,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Nidhi,Dentist,BDS,13.0,Yeshwanthpur,Bangalore,100.0,6.0,600.0,Not Applicable
Dr. Aditi Kumari,Dentist,BDS,1.0,Koramangala,Bangalore,100.0,1.0,400.0,Not Applicable
Dr. Manasi T,Dentist,BDS,2.0,Bellandur,Bangalore,0.0,0.0,400.0,Not Applicable
Dr. Parikshith H M,Dentist,BDS,6.0,Whitefield,Bangalore,0.0,0.0,500.0,MDS
Dr. Jansi,Dentist,BDS,7.0,Electronics City,Bangalore,100.0,0.0,400.0,Not Applicable
Dr. Sowkya,Dentist,BDS,6.0,RT Nagar,Bangalore,100.0,1.0,200.0,Not Applicable
Dr. Mamtha Patil,Dentist,MDS,23.0,Hosur Road,Bangalore,100.0,5.0,600.0,BDS
Dr. Judith Christina,Dentist,BDS,3.0,HRBR Layout,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Aruna H,Dentist,BDS,16.0,Malleswaram,Bangalore,83.0,3.0,500.0,MDS
Dr. Nida Shaik,Dentist,BDS,9.0,Sahakaranagar,Bangalore,100.0,1.0,300.0,Not Applicable
Dr. Sowmya Subash,Dentist,MDS,17.0,Sanjay Nagar,Bangalore,100.0,2.0,300.0,BDS
Dr. Vinay Ashok Kumar,Dentist,BDS,4.0,Jayanagar,Bangalore,100.0,12.0,300.0,Not Applicable
Dr. Neha Kulsum,Dentist,BDS,9.0,Sahakaranagar,Bangalore,100.0,0.0,300.0,Not Applicable
Dr. Anupama H S,Dentist,BDS,21.0,Banashankari 3rd Stage,Bangalore,0.0,0.0,350.0,Not Applicable
Dr. Jayalakshmi S,Dentist,BDS,11.0,Vidyaranyapura,Bangalore,100.0,1.0,300.0,Not Applicable
Dr. Pallavi Manju Prasad,Dentist,BDS,7.0,Whitefield,Bangalore,100.0,1.0,350.0,Not Applicable
Dr. Vasundhara Bhide Palnitkar,Dentist,BDS,7.0,Balagere,Bangalore,100.0,1.0,200.0,MDS
Dr. Eva Shukla,Dentist,BDS,7.0,Sahakaranagar,Bangalore,100.0,0.0,350.0,MDS
Dr. Keerthika R,Dentist,BDS,3.0,Koramangala 6 Block,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Soumyashree BV,Dentist,BDS,14.0,Sanjay Nagar,Bangalore,0.0,0.0,300.0,MDS
Dr. Suraiya Taranum,Dentist,BDS,1.0,BTM Layout 1st Stage,Bangalore,100.0,2.0,300.0,Not Applicable
Dr. Priya Gohokar,Dentist,BDS,6.0,HSR Layout,Bangalore,67.0,2.0,350.0,Not Applicable
Dr. Shubha C N,Dentist,BDS,17.0,HRBR Layout,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Samprita Sahoo,Dentist,BDS,14.0,Kundalahalli,Bangalore,0.0,0.0,500.0,MDS
Dr. Preethi Naidu,Dentist,BDS,12.0,BTM Layout 1st Stage,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Jayaram,Dentist,BDS,28.0,Ashoknagar,Bangalore,0.0,0.0,800.0,MDS
Dr. K Premanand,Dentist,MDS,21.0,Ashoknagar,Bangalore,75.0,2.0,800.0,BDS
Dr. Aparajita Shankar,Dentist,BDS,6.0,Harlur,Bangalore,0.0,0.0,600.0,MDS
Dr. Aditya Jayan,Dentist,BDS,2.0,Electronics City,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Manoj Kumari,Dentist,BDS,8.0,West Of Chord Road,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Shoba Harish Kumar,Dentist,BDS,20.0,Sadashivanagar,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Greeshma S,Dentist,BDS,8.0,Indiranagar,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Keerthana K,Dentist,MDS,3.0,VV Puram,Bangalore,0.0,0.0,350.0,BDS
Dr. Sheena Roberts,Dentist,BDS,11.0,Koramangala,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Deepa L,Dentist,BDS,10.0,Jayanagar 1 Block,Bangalore,0.0,0.0,500.0,Others
Dr. Sweta S,Dentist,BDS,7.0,Vasanthnagar,Bangalore,0.0,0.0,600.0,MDS
Dr. Sharanya Shaker,Dentist,BDS,7.0,JP Nagar,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. Arun M,Dentist,BDS,7.0,Sarjapur Road,Bangalore,50.0,0.0,700.0,Not Applicable
Dr. Mohamed Asadulla,Dentist,BDS,6.0,Upparahalli,Bangalore,0.0,0.0,300.0,Not Applicable
Dr. Aiman Khan,Dentist,BDS,4.0,Vasanthnagar,Bangalore,0.0,0.0,600.0,Not Applicable
Dr. Joguline Vinitha,Dentist,BDS,6.0,Indiranagar,Bangalore,0.0,0.0,500.0,MDS
Dr. Divyashree Rajendra,Dentist,MDS,19.0,HSR Layout,Bangalore,98.0,602.0,700.0,BDS
Dr. Prashanth,Dentist,BDS,23.0,Bangalore,Bangalore,96.0,255.0,200.0,Others
Dr. Vishwanath,Dentist,BDS,22.0,Bangalore,Bangalore,91.0,9.0,500.0,MDS
Dr. Ravuru Neeharika,Dentist,BDS,10.0,Mahadevapura,Bangalore,0.0,0.0,500.0,MDS
Dr. Nikhar Ravinder,Dentist,BDS,20.0,Whitefield,Bangalore,99.0,383.0,600.0,MDS
Dr. Arundati Krishna Raj,Dentist,BDS,18.0,Bangalore,Bangalore,98.0,165.0,200.0,MDS
Dr. Vishwanath Rangdhol,Dentist,MDS,25.0,Bangalore,Bangalore,100.0,51.0,300.0,BDS
Dr. Nandini S,Dentist,BDS,25.0,Bangalore,Bangalore,100.0,40.0,400.0,MDS
Dr. Anuradha Navaneetham,Dentist,BDS,37.0,Bangalore,Bangalore,95.0,67.0,500.0,Others
Dr. Anindita Sarma,Dentist,MDS,11.0,Electronics City,Bangalore,100.0,23.0,300.0,BDS
Dr. K. Anusha Vijay,Dentist,BDS,11.0,Brigade Road,Bangalore,100.0,7.0,250.0,Not Applicable
Dr. Remya Premkumar,Dentist,BDS,11.0,CV Raman Nagar,Bangalore,100.0,24.0,500.0,MDS
Dr. Sudhanva Mallandur,Dentist,BDS,18.0,Sarjapur Road,Bangalore,99.0,51.0,300.0,MDS
Dr. Suman Makam,Dentist,BDS,23.0,Bangalore,Bangalore,96.0,24.0,400.0,MDS
Dr. Shailendra Jha,Dentist,BDS,21.0,Bangalore,Bangalore,96.0,79.0,400.0,Not Applicable
Dr. Abhishek B,Dentist,BDS,15.0,Bangalore,Bangalore,100.0,70.0,200.0,MDS
Dr. Saina Siyad,Dentist,BDS,12.0,Bangalore,Bangalore,100.0,19.0,500.0,Not Applicable
Dr. Veena GC,Dentist,BDS,17.0,Bangalore,Bangalore,100.0,17.0,400.0,MDS
Dr. Nahid Azeeza Khan,Dentist,BDS,14.0,Bangalore,Bangalore,99.0,84.0,500.0,Not Applicable
Dr. G Sathish Kodase,Dentist,BDS,19.0,Bangalore,Bangalore,100.0,2.0,100.0,Not Applicable
Dr. Rajeshri Kamath,Dentist,BDS,30.0,Malleshpalya,Bangalore,95.0,23.0,300.0,Others
Dr. Khyathi J Rao,Dentist,BDS,15.0,Bangalore,Bangalore,99.0,55.0,300.0,Not Applicable
Dr. Mahendra S,Dentist,BDS,20.0,Yelahanka,Bangalore,98.0,133.0,300.0,MDS
Dr. V. Ravinder,Dentist,BDS,23.0,Whitefield,Bangalore,99.0,516.0,600.0,MDS
Dr. Shobha Nangrani,Dentist,BDS,19.0,Bangalore,Bangalore,93.0,139.0,400.0,MDS
Dr. Kiran Kumar,Dentist,BDS,18.0,Bannerghatta Road,Bangalore,99.0,81.0,300.0,Not Applicable
Dr. Jaya Agnihotri,Dentist,MDS,22.0,Mahadevapura,Bangalore,98.0,81.0,350.0,BDS
Dr. Prashanth Reddy,Dentist,BDS,25.0,Bangalore,Bangalore,98.0,197.0,300.0,MDS
Dr. Mahesh C.M,Dentist,BDS,27.0,Bangalore,Bangalore,98.0,26.0,250.0,Not Applicable
Dr. Savitha S Bhat,Dentist,BDS,23.0,Bommanahalli,Bangalore,96.0,40.0,400.0,MDS
Dr. Sajan Subbaiah,Dentist,BDS,14.0,Koramangala,Bangalore,99.0,105.0,350.0,Not Applicable
Dr. Zeena Hanif,Dentist,BDS,11.0,Nagawara,Bangalore,99.0,107.0,300.0,Others
Dr. Kasipathy Kasina,Dentist,BDS,18.0,Bangalore,Bangalore,97.0,56.0,400.0,Others
Dr. Sreesha N,Dentist,BDS,18.0,Bangalore,Bangalore,100.0,10.0,300.0,MDS
Dr. Jagadish N,Dentist,BDS,14.0,Bangalore,Bangalore,97.0,67.0,300.0,Not Applicable
Dr. Rohit Prasad,Dentist,BDS,14.0,Hennur,Bangalore,100.0,76.0,250.0,MDS
Dr. Jagan Mohan Reddy,Dentist,BDS,19.0,CV Raman Nagar,Bangalore,97.0,72.0,500.0,MDS
Dr. Priya Bansal,Dentist,BDS,16.0,Bangalore,Bangalore,99.0,188.0,500.0,Not Applicable
Dr. Vijai Jeevan,Dentist,BDS,29.0,Bangalore,Bangalore,94.0,43.0,500.0,Not Applicable
Dr. Salil Choudhary,Dentist,BDS,11.0,Bangalore,Bangalore,89.0,3.0,300.0,Others
Dr. Juno S,Dentist,BDS,20.0,Bangalore,Bangalore,100.0,1.0,400.0,Not Applicable
Dr. Chandni Vohra Reddy,Dentist,BDS,14.0,Bangalore,Bangalore,97.0,13.0,200.0,Not Applicable
Dr. Sandeep B R,Dentist,BDS,19.0,Bangalore,Bangalore,100.0,4.0,400.0,Not Applicable
Dr. Sandhya Rani S,Dentist,BDS,16.0,Yelahanka,Bangalore,95.0,84.0,200.0,Not Applicable
Dr. S. R. Sairam,Dentist,BDS,24.0,Whitefield,Bangalore,97.0,147.0,200.0,Not Applicable
Dr. M S Vishwas,Dentist,BDS,23.0,Hebbal Kempapura,Bangalore,100.0,28.0,300.0,MDS
Dr. Sharon Colaco Dias,Dentist,BDS,33.0,Old Airport Road,Bangalore,95.0,142.0,500.0,MDS
Dr. Asha C.K,Dentist,BDS,31.0,Kammana Halli,Bangalore,99.0,115.0,250.0,Not Applicable
Dr. Madhavi V Kadur,Dentist,BDS,19.0,Kanakpura Road,Bangalore,100.0,19.0,200.0,MDS
Dr. Shaila Kumar,Dentist,BDS,29.0,Bangalore,Bangalore,95.0,173.0,400.0,Not Applicable
Dr. Annapoorna Katwa,Dentist,BDS,19.0,Electronics City,Bangalore,99.0,325.0,400.0,Not Applicable
Dr. Prashanth G.S,Dentist,MDS,20.0,Jayanagar 9 Block,Bangalore,98.0,29.0,300.0,Others
Dr. Pramod Kumar Pillai,Dentist,BDS,15.0,RT Nagar,Bangalore,100.0,16.0,400.0,Others
Dr. Harshita Choudhary,Dentist,BDS,22.0,Koramangala,Bangalore,97.0,199.0,300.0,Not Applicable
Dr. Bharghavi N,Dentist,MDS,11.0,Bangalore,Bangalore,100.0,13.0,300.0,BDS
Dr. Akhilesh Sharma,Dentist,BDS,18.0,Jayanagar 9 Block,Bangalore,95.0,10.0,650.0,MDS
Dr. Santosh Samuel,Dentist,BDS,16.0,HSR Layout,Bangalore,94.0,36.0,200.0,MDS
Dr. Sandhya Ramanujam,Dentist,BDS,28.0,Bannerghatta Road,Bangalore,90.0,13.0,500.0,Not Applicable
Dr. Rajkumar S Alle,Dentist,BDS,29.0,Sahakaranagar,Bangalore,91.0,12.0,250.0,PhD
Dr. Amitha. M,Dentist,BDS,18.0,Whitefield,Bangalore,91.0,6.0,200.0,MDS
Dr. Shalini Machado,Dentist,BDS,35.0,HRBR Layout,Bangalore,96.0,159.0,600.0,Others
Dr. Chiranjeevi Reddy,Dentist,BDS,22.0,Kundalahalli,Bangalore,98.0,101.0,400.0,MDS
Dr. Uday Kamath,Dentist,MDS,34.0,Domlur,Bangalore,100.0,60.0,500.0,BDS
Dr. Mitali Purohit.,Dentist,BDS,13.0,Indiranagar,Bangalore,97.0,104.0,200.0,Not Applicable
Dr. Anjum Sharief,Dentist,PhD,16.0,HRBR Layout,Bangalore,92.0,23.0,600.0,BDS
Dr. Aravind M,Dentist,BDS,19.0,Yelahanka New Town,Bangalore,95.0,22.0,350.0,MDS
Dr. Shraddha Bahirwani,Dentist,BDS,29.0,Old Airport Road,Bangalore,83.0,9.0,500.0,MDS
Dr. Sowmya,Dentist,BDS,12.0,Gubbalala,Bangalore,97.0,2.0,200.0,MDS
Dr. Aarti Talikoti,Dentist,BDS,19.0,Jayanagar 9 Block,Bangalore,97.0,84.0,400.0,MDS
Dr. Ashok,Dentist,BDS,13.0,Marathahalli,Bangalore,97.0,16.0,300.0,PhD
Dr. Srinivas K,Dentist,BDS,25.0,Old Airport Road,Bangalore,98.0,134.0,900.0,MDS
Dr. Janani Rangaswamy,Dentist,MDS,7.0,Whitefield,Bangalore,98.0,87.0,400.0,BDS
Dr. Prahlad Shenava,Dentist,BDS,12.0,Whitefield,Bangalore,98.0,58.0,300.0,MDS
Dr. Dhanush C V,Dentist,BDS,3.0,Bangalore,Bangalore,100.0,6.0,300.0,MDS
Dr. K M Basha,Dentist,BDS,21.0,Bangalore,Bangalore,94.0,49.0,200.0,Others
Dr. Hemalatha Ahuja,Dentist,BDS,43.0,Electronics City,Bangalore,80.0,1.0,500.0,Not Applicable
Dr. Karthik Cariappa,Dentist,MDS,12.0,Whitefield,Bangalore,90.0,11.0,400.0,BDS
Dr. Savita Singh,Dentist,MDS,13.0,Varthur,Bangalore,100.0,151.0,200.0,BDS
Dr. Veerendra,Dentist,BDS,15.0,KR Puram,Bangalore,90.0,18.0,400.0,MDS
Dr. Monika Tripathi,Dentist,BDS,10.0,Kundalahalli,Bangalore,98.0,17.0,100.0,Not Applicable
Dr. Satheesh Kumar K.S,Dentist,BDS,20.0,Arekere,Bangalore,98.0,350.0,500.0,MDS
Dr. Sainath Adsare,Dentist,BDS,11.0,BTM Layout,Bangalore,99.0,200.0,250.0,MDS
Dr. Shanmugapriya,Dentist,MDS,15.0,Koramangala 6 Block,Bangalore,100.0,88.0,400.0,BDS
Dr. Swapnil Chincholikar,Dentist,MDS,10.0,Hennur,Bangalore,100.0,54.0,300.0,BDS
Dr. Ashish Shetty,Dentist,BDS,23.0,HSR Layout,Bangalore,97.0,103.0,700.0,MDS
Dr. Vinayak Raghunathan,Dentist,MDS,14.0,JP Nagar,Bangalore,100.0,145.0,500.0,BDS
Dr. Afna Salam,Dentist,BDS,11.0,Varthur,Bangalore,99.0,57.0,300.0,MDS
Dr. Shraddha Durgan,Dentist,BDS,14.0,JP Nagar,Bangalore,100.0,51.0,500.0,MDS
Dr. Smitha M,Dentist,BDS,22.0,Bangalore,Bangalore,91.0,20.0,400.0,MDS
Dr. Rhea Mathew,Dentist,BDS,7.0,New BEL Road,Bangalore,96.0,23.0,300.0,MDS
Dr. Raghavendra,Dentist,BDS,13.0,Bangalore,Bangalore,96.0,115.0,200.0,Not Applicable
Dr. Madhura K.,Dentist,BDS,11.0,JP Nagar 8 Phase,Bangalore,100.0,4.0,250.0,Not Applicable
Dr. Narayan Babu,Dentist,BDS,14.0,HSR Layout,Bangalore,99.0,207.0,800.0,Not Applicable
Dr. Fayaz Pasha,Dentist,BDS,21.0,BTM Layout 2nd Stage,Bangalore,97.0,17.0,300.0,MDS
Dr. Swapna H N,Dentist,BDS,20.0,Rajarajeshwarinagar,Bangalore,97.0,53.0,200.0,Not Applicable
Dr. Nanjunda Swamy K.V,Dentist,MDS,25.0,Mathikere - BEL,Bangalore,97.0,47.0,300.0,BDS
Dr. Gaurav Tiwari,Dentist,BDS,7.0,BTM Layout 2nd Stage,Bangalore,100.0,12.0,300.0,Not Applicable
Dr. Amruta Dash,Dentist,MDS,12.0,HSR Layout,Bangalore,98.0,107.0,500.0,BDS
Dr. Sushma D'Souza,Dentist,BDS,6.0,Bangalore,Bangalore,97.0,40.0,500.0,Not Applicable
Dr. Rolly Sharma,Dentist,BDS,7.0,Bangalore,Bangalore,100.0,1.0,200.0,Not Applicable
Dr. Nagesh S.C,Dentist,BDS,10.0,Sarjapur Road,Bangalore,93.0,12.0,300.0,MDS
Dr. Satish M S,Dentist,BDS,18.0,Whitefield,Bangalore,97.0,20.0,900.0,MDS
Dr. Rashika Patil,Dentist,BDS,20.0,JP Nagar 7 Phase,Bangalore,98.0,74.0,300.0,Not Applicable
Dr. Akash Shaju,Dentist,BDS,9.0,Belathur,Bangalore,100.0,17.0,500.0,MDS
Dr. Bindu.L,Dentist,BDS,16.0,Bangalore,Bangalore,0.0,0.0,500.0,Not Applicable
Dr. K B Shilpashree,Dentist,BDS,20.0,JP Nagar 5 Phase,Bangalore,94.0,5.0,500.0,MDS
Dr. Prafulla Biradar,Dentist,BDS,21.0,Sahakaranagar,Bangalore,99.0,74.0,400.0,MDS
Dr. Vidhyasagar .D.V,Dentist,MDS,16.0,Whitefield,Bangalore,94.0,52.0,200.0,Not Applicable
Dr. Patel R.K.V,Dentist,MDS,17.0,Sahakaranagar,Bangalore,93.0,16.0,300.0,BDS
